id,full_text,posted_by,created_at,checked_at
1528695096069218311,"Boris Johnson defends his government's handling of cost of living crisis, but adds ""there is more that we're going to do... you'll just have to wait a little bit longer"" https://t.co/EXhQiGqGLV https://t.co/9npsYnBQ5Q",bpolitics,2022-05-23 11:11:27+00:00,2022-05-23 11:12:52.250033+00:00
1528694730678206470,"Manchester United announced on Monday that Steve McClaren and Mitchell van der Gaag had been appointed as assistant coaches to new manager Erik ten Hag
https://t.co/OzfDVblhdo
#AFPSports",AFP,2022-05-23 11:10:00+00:00,2022-05-23 11:12:52.250035+00:00
1528694752446713856,"The United Nations’ human rights chief told diplomats her trip to Xinjiang this week wouldn’t be an “investigation,” in an apparent attempt to manage expectations of her landmark visit to China https://t.co/N4fLl2Rpen",business,2022-05-23 11:10:05+00:00,2022-05-23 11:12:52.250036+00:00
1528693951724548096,"China Development Bank, one of the country's policy banks, has extended 25.2 billion yuan (3.77 billion U.S. dollars) in loans for elderly care services since 2021, the start of the country's 14th Five-Year Plan period (2021-2025) https://t.co/vGYaoARQtb https://t.co/9XgkbF9kBA",XHNews,2022-05-23 11:06:54+00:00,2022-05-23 11:12:52.250039+00:00
1528694753205932033,"Joe Biden says he’ll review Trump-era tariffs imposed on imports from China, extending a rally in the offshore yuan https://t.co/TF1QyLx0PC",business,2022-05-23 11:10:05+00:00,2022-05-23 11:12:52.250042+00:00
1528694741537267712,Do we double-down on fossil fuels or hasten the move to green energy? https://t.co/DmF0hG4Hai https://t.co/ypQzBb559h,Forbes,2022-05-23 11:10:02+00:00,2022-05-23 11:12:52.250044+00:00
1528694762949292032,"""I'm really excited to be here...it is my HOME!"" 🤩

Erik ten hag gives his first press conference as new #MUFC boss 🔴 https://t.co/GtQgrs45JW",SkySportsNews,2022-05-23 11:10:07+00:00,2022-05-23 11:12:52.250047+00:00
1528694953395638272,"Once a popular marketplace and a religious shrine on the ancient Silk Road, Dunhuang has witnessed the communication of different cultures. Why are studies on Mogao Grottoes there still relevant today? The story told by Chinese President Xi Jinping explains. #XiJinping",XHNews,2022-05-23 11:10:53+00:00,2022-05-23 11:12:52.250049+00:00
1528695035285454848,Prehistoric Planet review – you’ll genuinely think you’re watching real dinosaurs https://t.co/AjDp7KJ6Ha,guardian,2022-05-23 11:11:12+00:00,2022-05-23 11:12:52.250056+00:00
1528694713661935617,Credit Suisse chairman denies reports of talks to replace CEO Gottstein https://t.co/GLHnoJClsX,CNBC,2022-05-23 11:09:56+00:00,2022-05-23 11:12:52.250057+00:00
1528695284456464384,"Volodymyr Zelenskiy says Russia’s economy should be shut off from the world, in an address to the Davos summit https://t.co/AT25eaBYWn",business,2022-05-23 11:12:12+00:00,2022-05-23 11:12:52.250058+00:00
1528694746083954690,"Look at your 401(k). No, seriously look at it. It might have more in stocks than you expect. https://t.co/6g5OKVgQZU",WSJ,2022-05-23 11:10:03+00:00,2022-05-23 11:12:52.250061+00:00
1528694753205932033,"Joe Biden says he’ll review Trump-era tariffs imposed on imports from China, extending a rally in the offshore yuan https://t.co/TF1QyLx0PC",business,2022-05-23 11:10:05+00:00,2022-05-23 11:12:52.250064+00:00
1528694741537267712,Do we double-down on fossil fuels or hasten the move to green energy? https://t.co/DmF0hG4Hai https://t.co/ypQzBb559h,Forbes,2022-05-23 11:10:02+00:00,2022-05-23 11:12:52.250066+00:00
1528694954649853952,"Kurt Zouma has been charged with three offences under the Animal Welfare Act.

More to follow 🔽 #BBCFootball",BBCSport,2022-05-23 11:10:53+00:00,2022-05-23 11:12:52.250067+00:00
1528694748139118595,DEAL OR NO DEAL: Chipmaker in talks to buy cloud service company https://t.co/IIvwJcb3cL,FoxNews,2022-05-23 11:10:04+00:00,2022-05-23 11:12:52.250068+00:00
1528695236247134210,"""I'm really excited to be here...it is my HOME!"" 🤩

Erik ten Hag gives his first press conference as new #MUFC boss 🔴 https://t.co/6WlYArxJ9B",SkySportsNews,2022-05-23 11:12:00+00:00,2022-05-23 11:12:52.250069+00:00
1528694157799219201,"@TalkTV @Iromg  Oh yeah, that China in the @NHS supply chain, millions spaffed up the wall on useless masks &amp; test kits by Hancock, Johnson &amp; Co...👇🏼
You couldn't make it up! https://t.co/bTdycXTWUh",Iromg,2022-05-23 11:07:43+00:00,2022-05-23 11:13:03.635345+00:00
1528694140585779200,"In 2021, China's energy intensity-energy consumption per unit of GDP-decreased by 2.7% from the previous year, and the decline came as the energy intensity fell by 28.7% from 2011 to 2020, one of the fastest reductions in the world. https://t.co/34afkf34rh",HoyEliDenuncio,2022-05-23 11:07:39+00:00,2022-05-23 11:13:03.867970+00:00
1528694102103011328,"Our adversaries in Venezuela, North Korea, and China are watching what is happening in Ukraine.

America needs to project strength. Emboldening our enemies now, through weakness, would be catastrophic. 

#Verdict More on YouTube: https://t.co/e2ydKFD61g https://t.co/OyJRzE0nJO",NaomiLevinNY,2022-05-23 11:07:30+00:00,2022-05-23 11:13:03.936447+00:00
1528694086684790785,"‘Deadly serious’: U.S. quietly urging Taiwan to follow Ukraine playbook for countering China
https://t.co/lr2U9qfwsE",SineQuaNon2015,2022-05-23 11:07:26+00:00,2022-05-23 11:13:03.969362+00:00
1528694053897916416,Fantastic piece here on the state of China's investments in Africa by @eliotcxchen @thewirechina  https://t.co/VuY7rsWukU,andypeaps,2022-05-23 11:07:18+00:00,2022-05-23 11:13:04.000097+00:00
1528694053663014912,When China buys UST’s It sells Dollars as a hedge and the combination of lower rates and lower dollar lifts equities. See @jnordvig chart below. https://t.co/opIad8KhoT https://t.co/aOYDlFOoKx,CurrencyWar1,2022-05-23 11:07:18+00:00,2022-05-23 11:13:04.031346+00:00
1528694046822113280,Ukraine has the largest delegation here at Davos of anyone other than the US. It is even larger than China’s.,FamousMilton,2022-05-23 11:07:17+00:00,2022-05-23 11:13:04.063104+00:00
1528694023921311745,"CBS News' @nancycordes asked President Biden during a news conference Monday in Japan whether the U.S. would impose quarantines over confirmed monkeypox cases.

""No, I don't think so,"" Biden said, later adding that ""people should be careful."" https://t.co/Iw3ZoBJOJY https://t.co/c07dhFNrEn",edokeefe,2022-05-23 11:07:11+00:00,2022-05-23 11:13:04.094409+00:00
1528694158281654272,📢 Zelensky in his speech at the World Economic Forum in Davos called on the international community not to delay the application of the most painful sanctions on russia when the Kremlin dares to cross new red lines.,uawarinfo,2022-05-23 11:07:43+00:00,2022-05-23 11:13:04.131223+00:00
1528694156553502721,.@RichardEngel reconnects with 88-year-old Praskovia Ivanova. They met several weeks ago after intense fighting around her village near Kharkiv. She says things are improving. She tells Richard about her life before and during the war. @NBCNightlyNews https://t.co/5ouAF2dKsQ,scheerenberger,2022-05-23 11:07:43+00:00,2022-05-23 11:13:04.165119+00:00
1528694121770237953,"After Russia's invasion of Ukraine, amateur photographer Evgeny Sosnovsky's pictures of his home city of Mariupol took on a darker tone. https://t.co/oJcxQehIV8",scheerenberger,2022-05-23 11:07:35+00:00,2022-05-23 11:13:04.199516+00:00
1528694121371643904,Russia and Ukraine wouldn't be at war if the US followed international law.,ShreoshiB,2022-05-23 11:07:34+00:00,2022-05-23 11:13:04.233039+00:00
1528694117156458497,"Breaking: German intelligence SUDDENLY realized Russia has been employing scores of openly neo-Nazi armed formations in the war against Ukraine. 
Yes, for all these years.",smilypapiking,2022-05-23 11:07:33+00:00,2022-05-23 11:13:04.264856+00:00
1528694114845327361,"All prisoners from Azovstal are kept in the DPR, they will be judged by a tribunal on the territory of the republic - Pushilin",spriteer_774400,2022-05-23 11:07:33+00:00,2022-05-23 11:13:04.299696+00:00
1528694111854899202,"#RUSSIA: Last night, these plush toys covered in red, with the word ""#Bucha"" were placed all over #Moscow. https://t.co/At1ip0aCwc",RosannaMarani,2022-05-23 11:07:32+00:00,2022-05-23 11:13:04.332836+00:00
1528694103512338433,"While the American people struggle to afford food and fuel, Congress/Biden Admin spend tens of billions on a hot war with Russia, rejecting the Constitution's Declare War Clause, our democracy, and the interests of the American people. https://t.co/L7IYUcV9nt",jerryleespears1,2022-05-23 11:07:30+00:00,2022-05-23 11:13:04.369141+00:00
1528694075700183040,"During his speech at the World Economic Forum, @ZelenskyyUa urged the international community not to postpone the most painful Russia sanctions until the Kremlin dares to cross another red line. #StopRussia #StandWithUkraine https://t.co/XkR9vBU19R",wadakashiho,2022-05-23 11:07:24+00:00,2022-05-23 11:13:04.404978+00:00
1528694415010799618,Ukraine has the largest delegation here at Davos of anyone other than the US. It is even larger than China’s.,granmanh,2022-05-23 11:08:44+00:00,2022-05-23 11:13:04.476959+00:00
1528694409600110593,NEW: Pres. Biden says the United States would intervene militarily if China were to invade the island nation of Taiwan. https://t.co/6z4LAc28Nt,NotRecorded,2022-05-23 11:08:43+00:00,2022-05-23 11:13:04.508322+00:00
1528694407662383106,China is re-detaining Uyghurs for seemingly arbitrary reasons despite Xinjiang officials having said in late 2019 that “vocational training centers” have been closed and people can move freely. 1/4 https://t.co/hRyA5tv7f3,Cincus,2022-05-23 11:08:43+00:00,2022-05-23 11:13:04.543149+00:00
