id,full_text,posted_by,created_at,checked_at
1528693265909702657,"A large number of North Koreans including leader Kim Jong Un attended a funeral for a top official, state media reported Monday, as the country maintained the much-disputed claim that its suspected coronavirus outbreak is subsiding. https://t.co/RzXPhExIwv",newsmax,2022-05-23 11:04:10+00:00,2022-05-23 11:07:06.634035+00:00
1528693669145894912,"Three doses of Pfizer’s COVID-19 vaccine offer strong protection for children younger than 5, the company announced Monday. Pfizer plans to give the data to U.S. regulators later this week in a step toward letting the littlest kids get the shots.

 https://t.co/tgv76nGZFX",newsmax,2022-05-23 11:05:47+00:00,2022-05-23 11:07:06.634030+00:00
1528693076796899329,A leading adviser to the World Health Organization described the unprecedented outbreak of the rare disease monkeypox in developed countries as “a random event” that might be explained by risky sexual behavior at two recent mass events in Europe. https://t.co/E8TTByWYUI,newsmax,2022-05-23 11:03:25+00:00,2022-05-23 11:07:06.634034+00:00
1528693265909702657,"A large number of North Koreans including leader Kim Jong Un attended a funeral for a top official, state media reported Monday, as the country maintained the much-disputed claim that its suspected coronavirus outbreak is subsiding. https://t.co/RzXPhExIwv",newsmax,2022-05-23 11:04:10+00:00,2022-05-23 11:07:06.634035+00:00
1528693076796899329,A leading adviser to the World Health Organization described the unprecedented outbreak of the rare disease monkeypox in developed countries as “a random event” that might be explained by risky sexual behavior at two recent mass events in Europe. https://t.co/E8TTByWYUI,newsmax,2022-05-23 11:03:25+00:00,2022-05-23 11:07:06.634040+00:00
1528693463411134464,"Ukrainian President Volodymyr Zelenskyy called for “maximum” sanctions against Russia during a virtual speech on the first day of the World Economic Forum gathering of corporate executives, government officials and other VIPs in Davos, Switzerland.

 https://t.co/zCM5p54vyL",newsmax,2022-05-23 11:04:58+00:00,2022-05-23 11:07:06.634044+00:00
1528693669145894912,"Three doses of Pfizer’s COVID-19 vaccine offer strong protection for children younger than 5, the company announced Monday. Pfizer plans to give the data to U.S. regulators later this week in a step toward letting the littlest kids get the shots.

 https://t.co/tgv76nGZFX",newsmax,2022-05-23 11:05:47+00:00,2022-05-23 11:07:06.634045+00:00
1528692892445065216,News network that exists solely to lobby for billionaire's interests shocked to learn it is out of touch with the common man,chaser,2022-05-23 11:02:41+00:00,2022-05-23 11:07:06.634052+00:00
1528692650836213763,"President Joe #Biden warned on Monday that #China was “flirting with danger” and said the United States would defend #Taiwan militarily if Beijing invaded, the second time in eight months he has made that vow.
https://t.co/Z10n4pOiun",Caipira51,2022-05-23 11:01:44+00:00,2022-05-23 11:07:18.611108+00:00
1528692614781759489,"Beijing’s outbreak underscores the challenges China faces with its “zero-Covid” approach, as the unprecedented shutdown of Shanghai sounded warnings to local authorities that any early mishandling of an outbreak could lead to a rapid spread of the virus. https://t.co/Wa7WCn77vj",caixin,2022-05-23 11:01:35+00:00,2022-05-23 11:07:18.643838+00:00
1528692588877709312,Ukraine has the largest delegation here at Davos of anyone other than the US. It is even larger than China’s.,Willsdarlin,2022-05-23 11:01:29+00:00,2022-05-23 11:07:18.678932+00:00
1528692579478523906,President Biden: US would send military if China were to invade Taiwan. #DemVoice1 #OurBlueVoice https://t.co/rhVni7AltX,ChanceyRon,2022-05-23 11:01:27+00:00,2022-05-23 11:07:18.714213+00:00
1528692539166965761,"- Biden says the U.S. would get involved militarily if China invaded Taiwan
- Epidemiologists investigate suspected U.S. cases of monkeypox
- Lines stretch for miles as refugees try to return to Ukraine
https://t.co/J2QPNr1lSm",erikaaaguilar,2022-05-23 11:01:17+00:00,2022-05-23 11:07:18.782003+00:00
1528692528387612674,"China has “drastically depleted global fish stocks &amp; undermined traditional livelihoods of many countries so any steps taken to track, identity, &amp; curb such activity would have environmental &amp; security benefits for the region.” Quoted⁩ by ⁦@Dimi⁩ https://t.co/6IFVp3al0X",CharlesEdel,2022-05-23 11:01:15+00:00,2022-05-23 11:07:18.852898+00:00
1528692503511277568,"Take a boat ride through the water reflection and light refraction in Pingshan canyon, Enshi Tujia and Miao Autonomous Prefecture, central China's Hubei Province. https://t.co/V9x5n328tc",libijian2,2022-05-23 11:01:09+00:00,2022-05-23 11:07:18.919635+00:00
1528692709233512448,"1/3 putin is hoping that disruption of grain supplies will lead to a migration crisis with starving people fleeing to Europe. This will destabilize the EU and push them to soften sanctions on russia, - Ruediger von Fritsch, a former German ambassador to Moscow, to @Tagesspiegel",Shieldmaid8,2022-05-23 11:01:58+00:00,2022-05-23 11:07:18.957833+00:00
1528692680401772546,"Perhaps the most significant part of this infamous tweet is that the statement is attributed to Jake Sullivan. Back then, he was involved in manufacturing bogus FBI ""dirty tricks"" related to Russia. Today he's National Security Advisor, overseeing the US proxy war against Russia https://t.co/hCfZtE3nTS",MartianLobotomy,2022-05-23 11:01:51+00:00,2022-05-23 11:07:19.073591+00:00
1528692674970193920,"“The Russia-Trump narrative that Clinton sanctioned did enormous harm to the country. It disgraced the FBI, humiliated the press, and sent the country on a 3 year investigation to nowhere. Putin never came close to doing as much disinformation damage.” https://t.co/ipNLwy3FUM",edsmanifesto,2022-05-23 11:01:50+00:00,2022-05-23 11:07:19.112166+00:00
1528692666849976321,"Mon 05.23.2022 NY TIMES

PUTIN RULES RUSSIA LIKE AN ASYLUM:  Putin to prolong his murderous war … and the Russian people will need a long rehabilitation.

https://t.co/TkfDseZHSd",JazzyLife3,2022-05-23 11:01:48+00:00,2022-05-23 11:07:19.149640+00:00
1528692665637904387,"""The aggressive war unleashed by Putin against Ukraine, and in fact against the entire Western world, is not only a crime against the Ukrainian people, but also, perhaps, the most serious crime against the people of Russia..."" /2",ChangeInLibya,2022-05-23 11:01:47+00:00,2022-05-23 11:07:19.189843+00:00
1528692653361094657,"These trials - which are awful - could also become platforms for describing the truth about this war. After all, they have the right of defence… Though in Russia now it would be a crime to report what they say

Word crimes…the new Russia https://t.co/NOyHJPcZfN",fulelo,2022-05-23 11:01:44+00:00,2022-05-23 11:07:19.223539+00:00
1528692644263632897,Day 89 of Ukraine resistance. Russia again strikes railway infrastructure. President Zelensky said that 87 people died as a result of missile strike on a military training center in Chernihiv region last week. Russian soldier who killed a civilian sentenced to life in prison,hazelglasgow,2022-05-23 11:01:42+00:00,2022-05-23 11:07:19.257020+00:00
1528692635610882049,"@_QaziShahid @Michael53418170 Im hoping that the info russia gave the UN a few days ago about the details of the bio labs, funding, etc will make it out into the public domain soon.
The MSM will ignore it tho, or label it dissinformation",Michael53418170,2022-05-23 11:01:40+00:00,2022-05-23 11:07:19.293294+00:00
1528692947885113344,"Biden says that the US will intervene militarily if China moves to annex Taiwan.

China is ready. https://t.co/u9egPllTM9",2felas,2022-05-23 11:02:55+00:00,2022-05-23 11:07:19.327480+00:00
1528692947201339393,"🧐🧐🧐🧐🧐🧐🧐🧐US military will defend Taiwan 'if it comes to that,' Biden says https://t.co/nwYL8EDeuM #FoxNews",HereIAm65094900,2022-05-23 11:02:55+00:00,2022-05-23 11:07:19.358552+00:00
1528692913567174656,"""Narrow gap"" meaning a buildup of military forces so as to have a war with China... Which China will obviously see as extremely threatening, thereby heightening the risk of said war.

This is all insane. https://t.co/bBmQFVBbJx",HollyBlomberg,2022-05-23 11:02:46+00:00,2022-05-23 11:07:19.420663+00:00
1528692907850465280,"“… the entire Global South is totally dependent on the pharma industry of the Global North.

… these pharma companies in Europe &amp; N. America have to decide whether they want to do biz in developing countries. China’s Sinovac has estab two manuf plants in Chile…” #WEF2022 https://t.co/eJaNgD4N5Y",tobitac,2022-05-23 11:02:45+00:00,2022-05-23 11:07:19.457748+00:00
1528692881380319233,Biden says he will send the military to Taiwan if China invades by force. 🤔✔️🇺🇸,RonnieB24970596,2022-05-23 11:02:39+00:00,2022-05-23 11:07:19.492742+00:00
1528692858508693511,"BREAKING: Joe Biden on Monday said the United States would come to Taiwan’s defense militarily if China invades and tries to take over the self-ruled island by force.

Started a proxy war with Russia, now wants a proxy war with China. 👈🏽 IMPEACH/REMOVE",marsgirl63,2022-05-23 11:02:33+00:00,2022-05-23 11:07:19.523330+00:00
1528692856059219968,"China is only isolated because it decided so through it’s actions and it’s words.

China is alarmed by the Quad. But its threats are driving the group closer together.

https://t.co/nCLKQ6nxlH
#China #US #Japan #India #Australia #Military #Pacific #Security",RonaldTooTall,2022-05-23 11:02:33+00:00,2022-05-23 11:07:19.557983+00:00
1528692842981429252,"Cheap credit and political subsidies led electric vehicle startups to let their ambitions get ahead of market realities, writes @AllysiaFinley
https://t.co/Px9S0K9eHG",WSJopinion,2022-05-23 11:02:30+00:00,2022-05-23 11:07:19.622163+00:00
1528692833267372034,"‘Deadly serious’: U.S. quietly urging Taiwan to follow Ukraine playbook for countering China
https://t.co/lr2U9qfwsE",GarlandNixon,2022-05-23 11:02:27+00:00,2022-05-23 11:07:19.652871+00:00
1528692805828325377,"‘No Room For Compromise’: China Warns Biden Not To ‘Underestimate Resolve’ On Taiwan
https://t.co/XIIbZQlvRn https://t.co/jdc8oNUqRP",channelstv,2022-05-23 11:02:21+00:00,2022-05-23 11:07:19.683698+00:00
1528692977849311234,"Romney is doubly wrong here. His domino theory would be wrong even if Russia's invasion had gone well—Ukraine's unique circumstances mean few lessons apply for aggressors elsewhere —and the odds of further attacks descend as Russia fails and loses forces.
https://t.co/LF1XtWQ3yU https://t.co/iy69vsqUya",DanielLarison,2022-05-23 11:03:02+00:00,2022-05-23 11:07:19.714912+00:00
1528692969607421952,"As she lay buried under the rubble, her legs broken and eyes blinded by blood and thick clouds of dust, all Inna Levchenko could hear was screams.

https://t.co/3bVP5fOMsl",BusinessMirror,2022-05-23 11:03:00+00:00,2022-05-23 11:07:19.785631+00:00
1528692929295966208,"""The Russia-Trump narrative that Clinton sanctioned did enormous harm to the country. It disgraced the FBI, humiliated the press, and sent the country on a three-year investigation to nowhere. Putin never came close to doing as much disinformation damage."" https://t.co/pi7ndL0SkU",MartianLobotomy,2022-05-23 11:02:50+00:00,2022-05-23 11:07:19.888229+00:00
1528692919925886976,"Latvia's Foreign Minister Edgars Rinkevics isn't buying off-ramps for Vladimir Putin: 

""It was Russia that attacked Ukraine, it is Russia that must end the war. All the talk about face saving, concessions and off-ramps for Putin are both immoral and irrational""",evolv67,2022-05-23 11:02:48+00:00,2022-05-23 11:07:19.922052+00:00
1528692919603011584,"Andrei Novashov from Russia's coal-mining Kuzbass region is to go on trial to become Russia's first journalist to be tried on criminal charges for ""discrediting"" the Russian army.
All he did was post about the siege of Mariupol on his social media. https://t.co/MNUB5yiHUq",andrey_tlt_63,2022-05-23 11:02:48+00:00,2022-05-23 11:07:19.955800+00:00
1528692909578629120,"A new @NewsNation/@DecisionDeskHQ poll released Monday reveals that @POTUS approval rating remains near record lows.

More: https://t.co/c8b46O0RRy https://t.co/qnFVMCUkyD",NewsNation,2022-05-23 11:02:46+00:00,2022-05-23 11:07:19.989052+00:00
1528693242971443201,"NEW: Pres. Biden says that the U.S. would intervene militarily if China were to invade Taiwan, saying the burden to protect Taiwan is ""even stronger"" after Russia's invasion of Ukraine. https://t.co/2kjbrgiQId",WriterWong,2022-05-23 11:04:05+00:00,2022-05-23 11:07:20.066762+00:00
1528693232510586882,"The world's first 100,000-tonne intelligent aquaculture #ship is ready to begin operations in east China's #Qingdao. The ship, which houses 15 breeding cabins, will help push the aquaculture area from nearshore to deep sea. #salmon #fishing @loveqingdao👉https://t.co/GzG5IHarNP https://t.co/lZDI1BTCmD",investing_china,2022-05-23 11:04:03+00:00,2022-05-23 11:07:20.101885+00:00
1528693221743726592,"The UN Human Rights Commissioner Michelle Bachelet started her visit to China on Monday. 

She is due to meet a number of senior officials at a national and local level. 

 https://t.co/adiLARD2Q2",dwnews,2022-05-23 11:04:00+00:00,2022-05-23 11:07:20.136048+00:00
1528693220699426816,"‘China is harvesting hair and organs from the Uyghurs – it’s a slow-motion genocide’
@nuryturkel @Telegraph 
#organharvesting #UyghurGenocide 
https://t.co/nEloLn5jlr",JanJekielek,2022-05-23 11:04:00+00:00,2022-05-23 11:07:20.168893+00:00
1528693178479611906,"China’s Foreign ministry spokesperson Wang Wenbin:

- China rejects, deplores comments
- US is playing with fire 
- There’s one China; Taiwan part of it
- No room for concession on Taiwan issues",pennystocksusa,2022-05-23 11:03:50+00:00,2022-05-23 11:07:20.265213+00:00
1528693174289457152,"U.S. announces major Asia economic deal in effort to boost profile, counter China

https://t.co/vum2MyLaKy",RichardRodnick1,2022-05-23 11:03:49+00:00,2022-05-23 11:07:20.300476+00:00
1528693155222147074,"Three-dose Covid vaccine produces strong immune response in young children, Pfizer says https://t.co/hMuR1xtR4m
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",_Thirunarayan1,2022-05-23 11:03:44+00:00,2022-05-23 11:07:20.336367+00:00
1528693147823480839,"Biden said that the U.S. would intervene militarily if China were to invade Taiwan, saying the burden to protect Taiwan is “even stronger” after Russia’s invasion of Ukraine https://t.co/8Vi8Wwhzag",data4all,2022-05-23 11:03:42+00:00,2022-05-23 11:07:20.369335+00:00
1528693134615789568,"US military will defend Taiwan 'if it comes to that,' Biden says https://t.co/87QIPbgnCO #FoxNews",AbdulazizOsman,2022-05-23 11:03:39+00:00,2022-05-23 11:07:20.436298+00:00
1528693116840005638,Tencent chief causes stir with repost of article on China's economy https://t.co/fRrn8uUahE https://t.co/WrOHTmgL8d,ChannelNewsAsia,2022-05-23 11:03:35+00:00,2022-05-23 11:07:20.466927+00:00
1528693255361134594,BREAKING: Ukrainian court sentences Russian soldier to life in prison for killing a civilian in first war crimes trial since Moscow’s invasion. https://t.co/jxUOl8OXiL,KTALltd,2022-05-23 11:04:08+00:00,2022-05-23 11:07:20.531743+00:00
1528693239766601729,👉🇪🇹&amp;🇪🇷 are planning for another round of full scale war on Tigray while the intl community focuses on Russia-Ukraine conflict... #StopTigrayGenocide @POTUS @SecBlinken @USAmbUN @JosepBorrellF @UN @antonioguterres @EU_Commission @nytimes @BBCWorld @AFP #EritreantroopsoutofTigray,nigsti_tigray,2022-05-23 11:04:04+00:00,2022-05-23 11:07:20.603720+00:00
1528693236671426564,The media lied about Trump-Russia. The media lied about “fine people on both sides”. The media lied about Covid. The media lied about January 6th. The media is lying about Ukraine.,smoore1966,2022-05-23 11:04:04+00:00,2022-05-23 11:07:20.636276+00:00
1528693233907249154,"Zelensky urges ‘maximum’ sanctions, oil and trade embargo on Russia in Davos talk https://t.co/YllQHOQAax",TimesofIsrael,2022-05-23 11:04:03+00:00,2022-05-23 11:07:20.668015+00:00
1528693226806321154,"While the American people struggle to afford food and fuel, Congress/Biden Admin spend tens of billions on a hot war with Russia, rejecting the Constitution's Declare War Clause, our democracy, and the interests of the American people. https://t.co/L7IYUcV9nt",raiya_zak,2022-05-23 11:04:01+00:00,2022-05-23 11:07:20.699611+00:00
1528693202059919360,Day 89 of Ukraine resistance. Russia again strikes railway infrastructure. President Zelensky said that 87 people died as a result of missile strike on a military training center in Chernihiv region last week. Russian soldier who killed a civilian sentenced to life in prison,latercomer_1,2022-05-23 11:03:55+00:00,2022-05-23 11:07:20.733222+00:00
1528693517090004992,"#FMsays China is delighted to see initiatives conducive to enhancing regional cooperation and opposes attempts to create division and confrontation, a FM spokesman said, after the US president launched the “Indo-Pacific Economic Framework” during his Asia tour. https://t.co/tFtWedAhqD",erkanguntore,2022-05-23 11:05:10+00:00,2022-05-23 11:07:20.874902+00:00
1528693511574388736,The U.S. traditionally has avoided making such an explicit security guarantee to Taiwan. It was one of the most forceful presidential statements in support of self-governing in decades.  https://t.co/E2araSq4lL,fox5ny,2022-05-23 11:05:09+00:00,2022-05-23 11:07:20.915759+00:00
1528693492288978945,China has stepped up its military provocations against democratic Taiwan in recent years aimed at intimidating it into accepting Beijing's demands to unify. https://t.co/mWstVUmjAH,ksdknews,2022-05-23 11:05:04+00:00,2022-05-23 11:07:20.950263+00:00
1528693456985419777,"BIGBANG total sales in China from their major releases:

Made Series M: 555,726
Made Series A: 1,015,686
Made Series D: 1,485,161
Made Series E: 1,597,819
Made : 2,840,312
Flower Road: 2,606,179
Still Life: 1,868,412

Total 11,969,295 from QQ Music, Kugou, Kuwo &amp; NetEase",BIGBANG5KING,2022-05-23 11:04:56+00:00,2022-05-23 11:07:21.061079+00:00
1528693452539568128,"BREAKING: Biden says the U.S. would intervene to defend Taiwan in any attack from China. 

Asked during press conference in Tokyo whether he'd be willing to get involved militarily, Biden said: “Yes.”

""My expectation is it will not happen, it will not be attempted,"" he said.",TaraCopp,2022-05-23 11:04:55+00:00,2022-05-23 11:07:21.101075+00:00
1528693437784014849,"Singapore to join Biden Indo-Pacific pact, back China's CPTPP entry: Lee https://t.co/tlYC9lm7aS",pstAsiatech,2022-05-23 11:04:51+00:00,2022-05-23 11:07:21.140927+00:00
1528693421224955904,"In Wanqingsha Town, Nansha District, south China’s Guangzhou, the construction site of the main tower of Hongqimen Super Bridge https://t.co/vpjcP8nQ6K",CMAASOCIADOS,2022-05-23 11:04:48+00:00,2022-05-23 11:07:21.242077+00:00
1528693418960072707,BREAKING: US President Biden says he is currently considering lifting some trade tariffs that have been imposed on China,COOLCHANNELTV,2022-05-23 11:04:47+00:00,2022-05-23 11:07:21.273003+00:00
1528693408025673730,"⚡China's cabinet decides to implement 33 measures in six areas, including implementing full amount of existing and incremental tax rebates in more industries, increasing tax rebate by more than 140 billion yuan, and annual tax rebate of 2.64 trillion yuan.
#China $ASHR $CNY $CNH",ForexLive,2022-05-23 11:04:44+00:00,2022-05-23 11:07:21.303625+00:00
1528693390132531203,"Our long, dispiriting Huawei saga illustrates how lost the government is on foreign policy, and reminds us that even domestic policy is hobbled by fear of China. Changing times require competence, intelligence, courage. All on short supply in Ottawa",David_Mulroney,2022-05-23 11:04:40+00:00,2022-05-23 11:07:21.404317+00:00
1528693527336607747,"⚡️ White House: Russia will be unable to disrupt US military assistance to Ukraine.

U.S. National Security Advisor Jake Sullivan that the supply chain of weapons into Ukraine is “diverse and resilient.”",penguin_o_tech,2022-05-23 11:05:13+00:00,2022-05-23 11:07:21.480014+00:00
1528693524581031937,"Poszar on chokepoints of world economy. 
1 S Ukraine
Steel -&gt;Neon for Chips. NATO unwilling to protect ships carrying neon to E Asia

2 Russia weaponized gas. Shut it for Poland. Not enough VLCC for Russian oil to go east

3 Iran attacks Straits of Hormuz
https://t.co/iD9u2HaRRO https://t.co/7VgkYJVcNE",70sBachchan,2022-05-23 11:05:12+00:00,2022-05-23 11:07:21.530982+00:00
1528693508722241542,"While the #IC focuses on the #Russia-Ukraine war, #AbiyAhmedAli &amp; his allies are preparing to reinvade #Tigray. #TigrayCantWait @UN @SecBlinken",Nohelema,2022-05-23 11:05:08+00:00,2022-05-23 11:07:21.566421+00:00
1528693485234266112,"Fuel tankers from UK supermarkets spotted taking diesel from Russia, campaigners say. Greenpeace photographs Tesco, Sainsbury’s, Asda and Morrisons tankers at Navigator Terminals, Essex.

https://t.co/GTIqsnERcm https://t.co/GMt8oYvIKF",the_ecologist,2022-05-23 11:05:03+00:00,2022-05-23 11:07:21.599390+00:00
1528693478439501824,"#NewsMap 
Looks like the Ukrainian defense line north of Debaltseve partially collapsed.
Russian invasion forces captured the city of #Myronivsky (formerly 8.000 inhabitants), meaning, Russia also captured the Myronivsky Power Station.
Now, the Luhan provides a natural barrier. https://t.co/ud9mLrh4fl",sterion75,2022-05-23 11:05:01+00:00,2022-05-23 11:07:21.635761+00:00
